0	0
0.01	0.0010073
0.02	0.0020284
0.03	0.003062102
0.04	0.004107207
0.05	0.005162521
0.06	0.006226852
0.07	0.007299012
0.08	0.008377818
0.09	0.009462093
0.1	0.010550666
0.11	0.011642372
0.12	0.012736056
0.13	0.01383057
0.14	0.014924776
0.15	0.016017547
0.16	0.017107767
0.17	0.018194329
0.18	0.019276143
0.19	0.020352128
0.2	0.02142122
0.21	0.022482368
0.22	0.023534537
0.23	0.024576707
0.24	0.025607878
0.25	0.026627064
0.26	0.027633299
0.27	0.028625634
0.28	0.029603143
0.29	0.030564917
0.3	0.031510068
0.31	0.032437732
0.32	0.033347064
0.33	0.034237244
0.34	0.035107472
0.35	0.035956977
0.36	0.036785006
0.37	0.037590837
0.38	0.038373768
0.39	0.039133128
0.4	0.039868268
0.41	0.040578569
0.42	0.041263439
0.43	0.041922311
0.44	0.04255465
0.45	0.043159949
0.46	0.043737727
0.47	0.044287537
0.48	0.044808959
0.49	0.045301605
0.5	0.045765115
0.51	0.046199164
0.52	0.046603453
0.53	0.04697772
0.54	0.047321732
0.55	0.047635287
0.56	0.047918217
0.57	0.048170387
0.58	0.048391693
0.59	0.048582065
0.6	0.048741465
0.61	0.048869891
0.62	0.04896737
0.63	0.049033965
0.64	0.049069773
0.65	0.049074924
0.66	0.04904958
0.67	0.048993938
0.68	0.048908229
0.69	0.048792717
0.7	0.0486477
0.71	0.048473508
0.72	0.048270507
0.73	0.048039094
0.74	0.0477797
0.75	0.04749279
0.76	0.047178861
0.77	0.046838442
0.78	0.046472097
0.79	0.04608042
0.8	0.045664038
0.81	0.04522361
0.82	0.044759827
0.83	0.04427341
0.84	0.043765113
0.85	0.043235718
0.86	0.04268604
0.87	0.042116922
0.88	0.041529238
0.89	0.040923891
0.9	0.040301811
0.91	0.03966396
0.92	0.039011323
0.93	0.038344917
0.94	0.037665784
0.95	0.036974991
0.96	0.036273633
0.97	0.035562831
0.98	0.034843727
0.99	0.034117491
1	0.033385316
1.01	0.032648417
1.02	0.031908031
1.03	0.031165419
1.04	0.030421861
1.05	0.029678659
1.06	0.028937133
1.07	0.028198625
1.08	0.027464492
1.09	0.026736112
1.1	0.026014877
1.11	0.025302198
1.12	0.024599499
1.13	0.023908222
1.14	0.023229819
1.15	0.022565758
1.16	0.021917518
1.17	0.021286591
1.18	0.020674478
1.19	0.020082692
1.2	0.019512754
1.21	0.018966193
1.22	0.018444545
1.23	0.017949355
1.24	0.017482171
1.25	0.017044548
1.26	0.016638043
1.27	0.016264218
1.28	0.015924637
1.29	0.015620863
1.3	0.015354462
1.31	0.015126999
1.32	0.014940038
1.33	0.01479514
1.34	0.014693863
1.35	0.014637761
1.36	0.014628383
1.37	0.014667272
1.38	0.014755966
1.39	0.014895993
1.4	0.015088872
1.41	0.015336116
1.42	0.015639224
1.43	0.015999686
1.44	0.016418979
1.45	0.016898566
1.46	0.017439897
1.47	0.018044408
1.48	0.018713518
1.49	0.019448628
1.5	0.020251126
1.51	0.021122376
1.52	0.022063727
1.53	0.023076506
1.54	0.024162019
1.55	0.025321552
1.56	0.026556366
1.57	0.027867699
1.58	0.029256767
1.59	0.030724758
1.6	0.032272836
1.61	0.033902137
1.62	0.035613772
1.63	0.03740882
1.64	0.039288335
1.65	0.041253338
1.66	0.043304822
1.67	0.045443748
1.68	0.047671046
1.69	0.049987611
1.7	0.052394307
1.71	0.054891965
1.72	0.057481379
1.73	0.060163309
1.74	0.06293848
1.75	0.06580758
1.76	0.06877126
1.77	0.071830134
1.78	0.074984778
1.79	0.078235729
1.8	0.081583485
1.81	0.085028505
1.82	0.088571209
1.83	0.092211973
1.84	0.095951136
1.85	0.099788994
1.86	0.103725801
1.87	0.10776177
1.88	0.111897071
1.89	0.116131831
1.9	0.120466135
1.91	0.124900022
1.92	0.129433491
1.93	0.134066495
1.94	0.138798943
1.95	0.143630701
1.96	0.148561588
1.97	0.15359138
1.98	0.158719809
1.99	0.16394656
2	0.169271276
2.01	0.174693551
2.02	0.180212937
2.03	0.185828939
2.04	0.191541019
2.05	0.197348591
2.06	0.203251026
2.07	0.209247649
2.08	0.215337741
2.09	0.221520537
2.1	0.227795228
2.11	0.23416096
2.12	0.240616835
2.13	0.247161911
2.14	0.253795202
2.15	0.260515678
2.16	0.267322266
2.17	0.274213849
2.18	0.281189269
2.19	0.288247323
2.2	0.295386769
2.21	0.30260632
2.22	0.309904651
2.23	0.317280394
2.24	0.324732141
2.25	0.332258445
2.26	0.339857819
2.27	0.347528736
2.28	0.355269632
2.29	0.363078906
2.3	0.370954919
2.31	0.378895994
2.32	0.38690042
2.33	0.394966451
2.34	0.403092304
2.35	0.411276164
2.36	0.419516183
2.37	0.42781048
2.38	0.436157142
2.39	0.444554225
2.4	0.452999756
2.41	0.461491731
2.42	0.470028119
2.43	0.47860686
2.44	0.487225868
2.45	0.495883031
2.46	0.504576211
2.47	0.513303249
2.48	0.522061959
2.49	0.530850134
2.5	0.539665546
2.51	0.548505948
2.52	0.557369071
2.53	0.56625263
2.54	0.575154321
2.55	0.584071824
2.56	0.593002805
2.57	0.601944915
2.58	0.610895791
2.59	0.619853059
2.6	0.628814335
2.61	0.637777221
2.62	0.646739316
