zone
i=100
j=100




-1.71482	-1.71482	-1.09684
-1.71482	-1.68017	-1.09608
-1.71482	-1.64553	-1.09532
-1.71482	-1.61089	-1.09456
-1.71482	-1.57625	-1.0938
-1.71482	-1.5416	-1.09304
-1.71482	-1.50696	-1.09223
-1.71482	-1.47232	-1.09119
-1.71482	-1.43767	-1.09016
-1.71482	-1.40303	-1.08914
-1.71482	-1.36839	-1.08803
-1.71482	-1.33375	-1.08673
-1.71482	-1.2991	-1.08543
-1.71482	-1.26446	-1.08351
-1.71482	-1.22982	-1.08085
-1.71482	-1.19517	-1.07818
-1.71482	-1.16053	-1.07544
-1.71482	-1.12589	-1.07295
-1.71482	-1.09125	-1.06908
-1.71482	-1.0566	-1.06505
-1.71482	-1.02196	-1.06104
-1.71482	-0.987318	-1.05646
-1.71482	-0.952676	-1.05142
-1.71482	-0.918033	-1.04604
-1.71482	-0.88339	-1.04063
-1.71482	-0.848747	-1.03518
-1.71482	-0.814105	-1.0297
-1.71482	-0.779462	-1.02254
-1.71482	-0.744819	-1.01392
-1.71482	-0.710176	-1.00496
-1.71482	-0.675534	-0.995068
-1.71482	-0.640891	-0.984877
-1.71482	-0.606248	-0.974209
-1.71482	-0.571605	-0.963202
-1.71482	-0.536963	-0.951384
-1.71482	-0.50232	-0.939615
-1.71482	-0.467677	-0.926561
-1.71482	-0.433034	-0.911009
-1.71482	-0.398392	-0.895126
-1.71482	-0.363749	-0.879409
-1.71482	-0.329106	-0.863547
-1.71482	-0.294463	-0.846898
-1.71482	-0.259821	-0.828814
-1.71482	-0.225178	-0.810034
-1.71482	-0.190535	-0.790596
-1.71482	-0.155892	-0.770152
-1.71482	-0.12125	-0.747784
-1.71482	-0.0866069	-0.725026
-1.71482	-0.0519641	-0.701405
-1.71482	-0.0173214	-0.677551
-1.71482	0.0173214	-0.652243
-1.71482	0.0519641	-0.62453
-1.71482	0.0866069	-0.595198
-1.71482	0.12125	-0.565678
-1.71482	0.155892	-0.535646
-1.71482	0.190535	-0.505356
-1.71482	0.225178	-0.474295
-1.71482	0.259821	-0.440516
-1.71482	0.294463	-0.405311
-1.71482	0.329106	-0.369725
-1.71482	0.363749	-0.33152
-1.71482	0.398392	-0.293277
-1.71482	0.433034	-0.253399
-1.71482	0.467677	-0.211852
-1.71482	0.50232	-0.169693
-1.71482	0.536963	-0.126945
-1.71482	0.571605	-0.0826399
-1.71482	0.606248	-0.0369281
-1.71482	0.640891	0.0126125
-1.71482	0.675534	0.0678053
-1.71482	0.710176	0.116394
-1.71482	0.744819	0.167018
-1.71482	0.779462	0.220503
-1.71482	0.814105	0.277223
-1.71482	0.848747	0.333934
-1.71482	0.88339	0.390172
-1.71482	0.918033	0.450746
-1.71482	0.952676	0.513232
-1.71482	0.987318	0.576405
-1.71482	1.02196	0.640234
-1.71482	1.0566	0.70569
-1.71482	1.09125	0.773756
-1.71482	1.12589	0.843395
-1.71482	1.16053	0.913745
-1.71482	1.19517	0.986507
-1.71482	1.22982	1.06272
-1.71482	1.26446	1.13926
-1.71482	1.2991	1.21801
-1.71482	1.33375	1.30057
-1.71482	1.36839	1.38413
-1.71482	1.40303	1.46895
-1.71482	1.43767	1.55466
-1.71482	1.47232	1.64289
-1.71482	1.50696	1.73228
-1.71482	1.5416	1.82336
-1.71482	1.57625	1.91585
-1.71482	1.61089	2.00977
-1.71482	1.64553	2.10979
-1.71482	1.68017	2.21467
-1.71482	1.71482	2.31615
-1.68017	-1.71482	-1.09545
-1.68017	-1.68017	-1.09469
-1.68017	-1.64553	-1.09393
-1.68017	-1.61089	-1.09317
-1.68017	-1.57625	-1.09241
-1.68017	-1.5416	-1.09165
-1.68017	-1.50696	-1.09088
-1.68017	-1.47232	-1.08996
-1.68017	-1.43767	-1.08892
-1.68017	-1.40303	-1.0879
-1.68017	-1.36839	-1.08687
-1.68017	-1.33375	-1.08564
-1.68017	-1.2991	-1.08433
-1.68017	-1.26446	-1.08258
-1.68017	-1.22982	-1.07993
-1.68017	-1.19517	-1.07726
-1.68017	-1.16053	-1.07458
-1.68017	-1.12589	-1.07185
-1.68017	-1.09125	-1.06872
-1.68017	-1.0566	-1.06469
-1.68017	-1.02196	-1.06068
-1.68017	-0.987318	-1.05639
-1.68017	-0.952676	-1.05112
-1.68017	-0.918033	-1.04577
-1.68017	-0.88339	-1.04036
-1.68017	-0.848747	-1.03492
-1.68017	-0.814105	-1.02944
-1.68017	-0.779462	-1.02159
-1.68017	-0.744819	-1.01307
-1.68017	-0.710176	-1.00441
-1.68017	-0.675534	-0.99454
-1.68017	-0.640891	-0.984344
-1.68017	-0.606248	-0.973913
-1.68017	-0.571605	-0.962742
-1.68017	-0.536963	-0.950937
-1.68017	-0.50232	-0.939088
-1.68017	-0.467677	-0.925983
-1.68017	-0.433034	-0.910917
-1.68017	-0.398392	-0.894951
-1.68017	-0.363749	-0.879066
-1.68017	-0.329106	-0.863278
-1.68017	-0.294463	-0.8468
-1.68017	-0.259821	-0.828405
-1.68017	-0.225178	-0.809578
-1.68017	-0.190535	-0.790496
-1.68017	-0.155892	-0.769955
-1.68017	-0.12125	-0.747524
-1.68017	-0.0866069	-0.724766
-1.68017	-0.0519641	-0.701168
-1.68017	-0.0173214	-0.677333
-1.68017	0.0173214	-0.651919
-1.68017	0.0519641	-0.623819
-1.68017	0.0866069	-0.594686
-1.68017	0.12125	-0.565296
-1.68017	0.155892	-0.535316
-1.68017	0.190535	-0.505003
-1.68017	0.225178	-0.473738
-1.68017	0.259821	-0.439769
-1.68017	0.294463	-0.404703
-1.68017	0.329106	-0.369477
-1.68017	0.363749	-0.331257
-1.68017	0.398392	-0.292745
-1.68017	0.433034	-0.252614
-1.68017	0.467677	-0.211036
-1.68017	0.50232	-0.168877
-1.68017	0.536963	-0.126515
-1.68017	0.571605	-0.0817706
-1.68017	0.606248	-0.0364151
